StockCode,Description,CurrentUnitPrice
22843,"Vintage Green Biscuit Tin – Retro-style metal biscuit tin in a vintage green finish, ideal for storing biscuits.",6.75
22844,"Vintage Cream Dog Food Storage Canister – Cream-colored, vintage-style container for storing dog food.",8.5
22845,"Vintage Cream Cat Food Storage Canister – Retro cream-colored, airtight container for dry cat kibble.",6.35
22846,Diner-Style Red Bread Bin – Retro red bread storage bin with a classic diner-inspired design.,16.95
22847,Ivory Diner-Style Bread Bin – Retro-inspired bread storage for kitchen countertops.,16.95
22848,Bread Bin Diner Style Pink – Retro diner-style pink bread bin with a hinged lid for stylish kitchen countertop storage.,16.95
22849,Diner-Style Mint Bread Bin – Retro mint-green bread storage bin with lid for kitchen counter organization.,14.95
22851,Fairy Cakes Design Napkin Set (20-Pack) – Decorative napkins featuring whimsical fairy cake illustrations for parties and celebrations.,0.85
22852,Vintage Cream Ceramic Dog Bowl – Durable ceramic pet feeding bowl in a vintage cream finish.,4.25
22853,Vintage Cream Cat Bowl – Ceramic pet feeding bowl for cats.,3.25
22854,Cream Sweetheart Egg Holder – Cream-colored ceramic heart-shaped egg cup for boiled eggs; ideal for breakfast tables and Easter decor.,4.95
22855,Handwoven Wicker Heart Ornament – Natural wicker wall decor for rustic home styling.,1.25
22856,"Assorted Easter Bell Decorations – Mixed pastel bells for Easter décor, with hanging loops.",1.155
22857,Easter Gift Tag Assortment – Colorful Easter-themed gift tags in assorted shapes for gift wrapping and labeling.,0.85
22858,"Easter Tin Keepsake – Easter-themed decorative tin for gifts, storage, and mementos.",1.65
22859,Easter Bunny Bouquet Tin – Festive Easter gift tin featuring a bunny-themed bouquet arrangement.,1.65
22860,Easter Tin Chicks Pink Daisy – Decorative tin featuring chick motifs with a pink daisy design; ideal for Easter treats.,1.65
22861,Easter Tin Chicks in Garden – Decorative tin chick figurines for Easter garden display.,1.65
22862,Love Heart Napkin Box – Heart-shaped decorative napkin storage box for kitchen or dining table.,4.25
22863,"Brocante Soap Dish – Vintage-inspired ceramic soap dish with ornate detailing, ideal for bathroom or kitchen.",2.95
22865,Owl Design Hand Warmer – Cozy fleece-lined hand warmer featuring an owl motif.,2.1
22866,Scotty Dog Design Hand Warmer – Cozy hand warmer featuring a Scotty dog motif.,2.1
22867,Bird Design Hand Warmer – Cozy hand warmer featuring a decorative bird motif.,2.1
22869,"Cottage Garden Number Tiles (1) – Educational numeric tiles featuring a charming cottage garden motif; ideal for counting, number recognition, and early numeracy activities.",1.95
22870,Cottage Garden Number Tiles (2-Pack) – Educational number tiles featuring a charming cottage garden design for early math practice.,1.95
22871,Cottage Garden Number Tiles (3-Pack) – Set of number tiles with a charming cottage garden motif for early counting and number recognition.,1.95
22873,Cottage Garden Number Tiles (5-Pack) – Durable number tiles featuring a charming cottage garden motif for early math practice.,1.95
22874,Number Tile Cottage Garden (6-Pack) – Set of number tiles with a cottage garden motif to support early counting and number recognition.,1.95
22875,"Cottage Garden Number Tiles (7-Pack) – A set of seven number tiles featuring a cottage garden motif, ideal for early numeracy practice.",1.95
22877,Cottage Garden Number Tile 9 – Numeral tile featuring a cottage garden motif.,1.95
22879,"Number Tile Vintage Font 0 – Retro-style numeral tile featuring a vintage font, ideal for crafts, signage, and classroom displays.",1.95
22880,Number Tile Vintage Font 1 – Retro tile-number font for headings and vintage-inspired design projects.,1.95
22881,"Number Tile Vintage Font 2 – Vintage-style numeric tiles in a classic font for crafts, scrapbooking, and signage.",1.95
22882,"Vintage Number Tile Font – Retro tile-style numeric font for crafts, signage, and vintage-inspired design projects (Variant 3).",1.95
22883,"Vintage Number Tile Font 4 – Retro-inspired numeral tile font for crafts, signage, posters, and educational projects.",1.95
22884,"Vintage Font Number Tile 5 – Retro numeral tile with digit 5 in a classic vintage typeface; ideal for crafts, signage, and classroom displays.",1.95
22885,"Number Tile Vintage Font 6 – Retro tile-style numeral font for bold vintage signage, posters, and design projects.",1.95
22886,"Vintage Font Number Tiles (7-Pack) – Seven numeric tiles in a classic retro typeface for crafts, signage, and educational displays.",1.95
22887,"Vintage Font Number Tile Set (8-Pack) – Retro numeral tiles in a classic vintage typeface, ideal for crafts, classroom activities, and DIY signage.",1.95
22888,"Vintage Font Number Tiles (9-Pack) – Retro numeral tiles in a classic vintage font for crafts, signs, labeling, and scrapbooking.",1.95
22889,"Number Tile Vintage Font – Vintage-style numeric tile font for crafts, signage, and labeling.",2.1
22890,"Three-Tier Novelty Biscuit Cake Stand – Biscuit-themed decorative display stand for presenting cakes, cookies, and pastries.",9.95
22891,Polka Dot Tea for One Set – Ceramic teapot and teacup with a classic polka dot pattern.,4.25
22892,Toadstool Salt and Pepper Shaker Set – Ceramic mushroom-shaped salt & pepper shakers (2-piece) for kitchen or tabletop.,1.25
22893,Mini Cake Stand Tea Light Holder – Compact decorative stand that doubles as a tea light holder for elegant table centerpieces.,0.42
22894,"Red Apple Pattern Tablecloth – Tablecloth featuring a red apple motif, ideal for everyday dining.",9.95
22895,Apple and Pears Tea Towels (2-Pack) – Cotton kitchen towels featuring apple and pear motifs.,3.25
22896,"Apple Print Peg Bag – Durable peg bag for storing clothespins, featuring a cheerful apple design.",2.55
22897,Apple Pattern Oven Mitt – Heat-resistant kitchen mitt featuring an apple motif.,1.45
22898,Children's Apron with Apple Design – Durable cotton apron for kids with an apple motif.,1.95
22899,Girls' Doll-Print Children's Apron – Kid-sized apron featuring a playful doll motif for baking and crafts.,2.1
22900,I Love London Tea Towel Set (2-Pack) – Cotton kitchen towels featuring the I Love London print.,3.25
22902,I Love London Tote Bag – Reusable cotton tote bag featuring an 'I Love London' graphic; perfect for shopping and everyday use.,2.1
22903,"Family Favourites Calendar – Yearly wall calendar featuring key family dates, holidays, and monthly planning pages.",2.95
22904,Calendar with Paper-Cut Design – Intricate cut-paper motifs on a decorative wall calendar.,2.95
22905,"Seasonal Design Calendar – Year-round calendar featuring season-themed artwork and a clear, easy-to-read date grid.",2.95
22906,Message Cards with Envelopes (12-Pack) – Blank note cards with envelopes for personal messages.,1.65
22907,Pantry Design Napkins Pack (20-Count) – Disposable napkins featuring a pantry-themed design.,0.85
22908,"Red Apple Napkins (20-Pack) – Disposable paper napkins featuring a red apple design, ideal for parties, picnics, and everyday use.",0.85
22909,Vintage Christmas Napkin Set (20-Pack) – Festive napkins featuring vintage Christmas designs for classic holiday table settings.,0.85
22910,Vintage Christmas Paper Chain Kit – DIY paper garland kit for classic holiday decor.,2.95
22911,London-Themed Paper Chain Kit – DIY paper garland kit with London-inspired designs.,2.95
22912,Yellow Paris Fashion Coat Rack – Bright yellow coat rack with Parisian-inspired design and multiple hooks for coats and accessories.,4.95
22913,Parisian-Style Red Coat Rack – Freestanding coat rack with Paris-inspired design details.,4.95
22914,Blue Paris Fashion Coat Rack – Wall-mounted coat rack in a blue finish inspired by Parisian fashion.,4.95
22915,Assorted Bottle Cap Magnets – Mixed designs and colors for fridge decor.,0.42
22916,Thyme Herb Marker – Weatherproof garden marker for labeling thyme and other herbs.,0.65
22917,Rosemary Herb Marker – Durable garden label for identifying rosemary plants.,0.65
22918,Parsley Herb Marker – Weatherproof garden plant label for marking parsley in herb beds.,0.65
22919,Herb Marker Mint – Mint Green Herb Label Marker for Garden & Kitchen Use.,0.65
22920,Basil Plant Marker – Weatherproof garden label for marking basil plants in herb gardens.,0.65
22921,Chives Herb Marker – Durable garden label for identifying chives in herb beds and pots.,0.65
22922,US Diner Assorted Fridge Magnets – Assorted refrigerator magnets featuring classic US diner imagery and retro designs.,0.85
22923,"Les Enfants Assorted Fridge Magnets – Colorful, child-themed magnet set for refrigerators (assorted designs).",0.85
22924,La Vie en Rose Fridge Magnets – Pink rose-themed decorative magnets for refrigerator doors.,0.85
22925,Blue Giant Garden Thermometer – Outdoor garden thermometer with a large blue dial for easy temperature reading.,5.95
22926,"Ivory Giant Outdoor Garden Thermometer – Large ivory outdoor thermometer with a bold, easy-to-read dial for garden temperature monitoring.",5.95
22927,Green Giant Garden Thermometer – Outdoor weatherproof thermometer for monitoring garden temperature.,5.95
22928,Giant Yellow Garden Thermometer – Oversized outdoor thermometer with bright yellow housing for easy garden temperature readings.,5.95
22929,"School Desk and Chair Set – Durable, ergonomic classroom furniture for students.",61.475
22930,Heart Shaped Milk Chocolate Baking Mould – Flexible silicone mould for creating heart-shaped milk chocolate treats.,2.55
22931,Heart-Shaped White Chocolate Baking Mould – Flexible silicone mold for creating heart-shaped white chocolate pieces.,2.55
22932,Toffee Cup Chocolate Mould – Silicone baking mould for making edible toffee cups or chocolate cups.,2.55
22933,Milk Chocolate Easter Egg Baking Mould – Reusable mould for shaping milk chocolate Easter eggs.,2.95
22934,White Chocolate Easter Egg Mould – Silicone baking mould for crafting white chocolate Easter eggs.,2.95
22935,Rose-Shaped Milk Chocolate Baking Mould – Mould for crafting rose-patterned milk chocolate shapes.,3.25
22936,Rose White Chocolate Baking Mould – Silicone rose-shaped mold for creating white chocolate roses and edible decorations.,3.25
22937,Chocolate Cupcake Mould – Reusable baking mould for chocolate cupcakes.,2.55
22938,Lace Cupcake Liners (6-Pack) – Lace-edged paper baking cups for cupcakes.,1.95
22939,Apple Delight Adult Apron – Apple-themed kitchen apron for adults with adjustable neck strap and front pocket.,4.95
22940,FeltCraft Christmas Fairy Ornament – Handmade felt Christmas decoration featuring a whimsical fairy figure.,4.25
22941,Reindeer Christmas Lights (10-Count) – String lights featuring 10 reindeer-shaped bulbs for indoor and outdoor holiday décor.,8.5
22942,Santa Claus Christmas Light String (10-Count) – Festive string lights featuring 10 Santa figurines for holiday décor.,8.5
22943,Vintage Christmas Baubles Set (10-Pack) – Classic glass tree ornaments with retro styling.,4.95
22944,"Christmas Bells Metal Postcard – Festive metal postcard featuring a bell motif, perfect for Christmas greetings and keepsakes.",0.39
22945,"Christmas Metal Gift Tags (Assorted) – Metal gift tags for Christmas gifts in assorted shapes and finishes; durable, decorative tags for labeling packages.",0.85
22946,Cream-Colored Wooden Advent Calendar – Cream-colored wooden advent calendar with 24 doors for daily Christmas surprises.,16.95
22947,Red Wooden Advent Calendar – Festive Christmas countdown calendar with 24 numbered doors.,7.95
22948,"Naughty Children Metal Decoration – Festive metal sign for Christmas décor, suitable as a wall hanging or tree ornament.",0.85
22949,Dolly Girl Doilies (36-Pack) – Decorative paper doilies featuring a Dolly Girl motif for party tables and crafts.,1.45
22950,Vintage Christmas Doilies (36-Pack) – Classic lace-pattern paper doilies for holiday tables and crafts.,1.45
22951,Dolly Girl Design Cake Cases (60-Pack) – Adorable cupcake liners featuring a Dolly Girl design for baking and decorating.,0.55
22952,Vintage Christmas Cupcake Cases (60-Pack) – Festive retro-style paper cupcake liners for baking.,0.55
22953,Birthday Party Cordon Barrier Tape – Festive decorative barrier tape for marking off party zones.,1.25
22954,Hen Party Cordon Barrier Tape – Festive barrier tape for hen party decor and area demarcation.,1.25
22955,Star Foil Cupcake Cases (36-Pack) – Shiny star-shaped foil liners for baking cupcakes.,2.1
22956,Heart-Shaped Foil Cake Cases (36-Pack) – Disposable heart-themed foil baking cups for cupcakes and mini cakes.,2.1
22957,"Vintage Chick Paper Eggs Set (3-Pack) – Decorative paper eggs featuring a vintage chick motif, perfect for Easter crafts and display.",2.95
22959,Christmas Village Gift Wrap – Festive holiday wrap with charming village.,0.42
